,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1412,12.5%,"Wiener Gemischter Satz, Austria",750 ml,White, Austria,9/1/2017,"Slight reduction on the nose only adds to the appeal of fresh lemon and juicy pear. On the palate, the fruit attains zesty definition and phenolic grip. This is concentrated, brisk and bright, with an earthy counterpart that seems grounding and balancing. The freshness of the concentrated midpalate rings through to the long, clean and still-brisk finish.",,Circo Vino,Hajszan Neumann 2016 White (Wiener Gemischter Satz),$31,Wiener Gemischter Satz,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2016,Hajszan Neumann
1413,12.5%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2017,"Although the nose is restrained, fresh, ripe notions of Mirabelle and yellow apple can be made out. The palate is bright and poised, shot through with lemon zestiness and lip-smacking freshness. Dry, toned and slender, it's packed with bright, citrusy fruit.",Gemischter Satz Braitenpuechtorff,Circo Vino,Ingrid Groiss 2016 Gemischter Satz Braitenpuechtorff White (Niederösterreich),$22,Niederösterreich,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2016,Ingrid Groiss
1414,11.5%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2017,"A touch of flinty reduction still hovers abovde enticing savory and herbal notes of chervil, yeast and white pepper. These are given direction and drive on the spritzy, lively palate by brisk, crisp and fresh acidity. This unusual pairing of Grüner Veltliner and Riesling unites the savory and invigorating nature of both grapes to create liveliness. It's intersting and irresistible.",Vorgeschmack,Indie Wineries,Arndorfer 2016 Vorgeschmack White (Niederösterreich),$20,Niederösterreich,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],White Blend,2016,Arndorfer
1415,14.5%,"Paso Robles, Central Coast, California, US",750 ml,White, US,9/1/2017,"This blend of 83% Albariño and 17% Grenache Blanc is slightly incongruous from the juicy nose to the tight sip, but it works. Sunny aromas of honey, peach and white flowers hint at a sweeter wine, but the palate is tight, bright and bone dry, showing orange mousse, Key lime and grassy flavors.",Project España Derby Vineyard,,Derby 2014 Project España Derby Vineyard White (Paso Robles),$24, California,91, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],White Blend,2014,Derby
1416,12.5%,"Rías Baixas, Galicia, Spain",750 ml,White, Spain,9/1/2017,"Lightly briny citrus aromas are typical of this Albariño-led blend. The chunky palate is acidic and driven, tropical with flavors of passion fruit and kiwi. A plump finish is slightly oily in feel and briny in flavor.",O Rosal,"Hidalgo Imports, LLC",Terras Gauda 2016 O Rosal White (Rías Baixas),$22, Galicia,90,Rías Baixas,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2016,Terras Gauda
1417,12.5%,"Wiener Gemischter Satz, Austria",750 ml,White, Austria,9/1/2017,"A shy nose merely hints at peachy, gentle fruit. The palate, however, brims with zesty, lemony freshness, juicy peach and an earthy, textured tanginess. Slender, brisk and crisp, the wine is utterly refreshing.",,MS Walker,Mayer am Pfarrplatz 2016 White (Wiener Gemischter Satz),$20,Wiener Gemischter Satz,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2016,Mayer am Pfarrplatz
1418,13%,"Peloponnese, Greece",750 ml,White, Greece,9/1/2017,"This blend of Roditis and Viognier starts with aromas of fresh lemon blossom, sea salt and jasmine, leading into a nimble and delicate array of citrus and spice on the palate. Clean and focused but with a curvaceous edge.",Foloi Roditis-Viognier,Athenee Importers,Mercouri Estate 2015 Foloi Roditis-Viognier White (Peloponnese),$18,Peloponnese,90,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],White Blend,2015,Mercouri Estate
1419,12.5%,"Thermenregion, Austria",750 ml,White, Austria,9/1/2017,"An aromatic touch of wet moss and ripe, yellow apple make for an inviting nose. The palate adds a juicy touch of apricot alongside bright, brisk and zesty freshness. The interplay of juicy and sharp works well, making this appetizing and moreish. Juiciness and freshness linger on the finish.",Querfeldein. in Weiss,Vignaioli Selection,Gebeshuber 2016 Querfeldein. in Weiss White (Thermenregion),$20,Thermenregion,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2016,Gebeshuber
1420,13%,"Sauternes, Bordeaux, France",750 ml,Dessert, France,9/1/2017,"This is the second wine of Clos Haut-Peyraguey. It comes from a fine Sauternes vintage with a great balance between acidity and rich sweetness. With botrytis, plenty of sweetness, bitter marmalade and apricot fruit and delicious acidity, the wine is almost ready to drink. Just wait until the end of 2017.",Symphonie de Haut-Peyraguey,"MHW, Ltd",Château Clos Haut-Peyraguey 2013 Symphonie de Haut-Peyraguey  (Sauternes),$32, Bordeaux,90,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Clos Haut-Peyraguey
1421,14.7%,"Central Coast, Central Coast, California, US",750 ml,White, US,9/1/2017,"Expertly light touches of banana, honey, pecan, tuberose and citrus peel show on the nose of this blend by Joey Tensley and Alex Guarachi. There is great energy and tension to the sip, with yellow-grapefruit-juice flavors. Crisp, this would be a great shellfish pairing.",,,Tenshen 2015 White (Central Coast),$20, California,89, Central Coast,Matt Kettmann,@mattkettmann,Central Coast,Not rated yet [Add Your Review],White Blend,2015,Tenshen
1422,12%,"Mantinia, Greece",750 ml,White, Greece,9/1/2017,"Jasmine, spice and honey on the nose lead to a balance of lemon zest, mandarin orange and fresh fruit on the palate. The wine has a good balance and a zesty finish.",,"Stellar Importing Company, LLC",Nasiakos 2015 White (Mantinia),$19,Mantinia,89,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],White Blend,2015,Nasiakos
1423,12.5%,"Langhe, Piedmont, Italy",750 ml,White, Italy,9/1/2017,"Made with equal parts Nascetta and Riesling, this opens with aromas of chamomile, citrus zest and a whiff of sage. The vibrant palate doles out pink grapefruit, hazelnut and white peach framed in zesty acidity.",Bianco Marin,Palm Bay International,Fontanafredda 2013 Bianco Marin White (Langhe),$39, Piedmont,89,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2013,Fontanafredda
1424,12.2%,"Long Island, Long Island, New York, US",750 ml,White, US,9/1/2017,"Exuberant rose, lychee and orange blossom perfume abounds on the nose of this light-bodied white blend. Just a shade off dry on the palate, its sun-kissed peach and citrus flavors are plush and concentrated. Zesty acidity and a crush of minerals revitalize the finish.",Summer in a Bottle,,Wölffer 2016 Summer in a Bottle White (Long Island),$24, New York,89, Long Island,Anna Lee C. Iijima,,Long Island,Not rated yet [Add Your Review],White Blend,2016,Wölffer
1425,12.5%,"Washington, Washington Other, Washington, US",750 ml,White, US,9/1/2017,"Two-thirds Chenin Blanc and one-third Grüner Veltliner, this wine opens with aromas of apple, white pepper, herb and spice. It brings a sense of freshness and purity, along with a rounded feel.",,,Raconteur 2016 White (Washington),$18, Washington,89, Washington Other,Sean P. Sullivan,@wawinereport,Washington,Not rated yet [Add Your Review],White Blend,2016,Raconteur
1426,13%,"Thermenregion, Austria",750 ml,White, Austria,9/1/2017,"A touch of ripe Bartlett pear streaks the nose. The palate adds lemony juiciness to a slender, brisk, dry body that has pleasantly bitter phenolic edges. It finishes clean, crisp and refreshing.",Klassik,Vignaioli Selection,Gebeshuber 2016 Klassik White (Thermenregion),$20,Thermenregion,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2016,Gebeshuber
1427,12%,"Vulkanland Steiermark, Austria",750 ml,White, Austria,9/1/2017,"Streaks of blossom, citrus and pear can be discerned on the nose. On the palate, these aromas are taken up by zesty, bright and pure citrus notes. A slight spritz adds to the notion of utter briskness. This wine is fresh, easy and clean.",Gemischter Satz,"Frederick Wildman & Sons, Ltd",Neumeister 2016 Gemischter Satz White (Vulkanland Steiermark),$17,Vulkanland Steiermark,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2016,Neumeister
1428,12.5%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2017,"Appetizing notes of freshly cut yellow apple with a fresh, earthy touch play on nose and palate. The body is brisk and light, dominated by zesty lemon freshness that lingers on the midpalate and makes for a textured, zesty finish.",Pinot & Co.,August Wine Group,Weingut Frank 2016 Pinot & Co. White (Niederösterreich),$16,Niederösterreich,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],White Blend,2016,Weingut Frank
1429,14.8%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,9/1/2017,"Roussanne (58%) takes the lead on this wine, with the balance Viognier. White flowers, peach and lees aromas lead to lightly styled stone-fruit flavors that display a sense of elegance. It all seems a bit faint but provides appeal.",Lawrence Vineyard,,Ardor 2016 Lawrence Vineyard White (Columbia Valley (WA)),$25, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],White Blend,2016,Ardor
1430,12.5%,"Rías Baixas, Galicia, Spain",750 ml,White, Spain,9/1/2017,"Mature, oily aromas of melon and sweet potato lack vivacity. This blend of Albariño, Caiño Blanco and Loureiro feels mature, with lightly oxidized stone-fruit flavors. A plump, dry-tasting finish indicates that it should be drunk right away.",O Rosal Black Label,"Hidalgo Imports, LLC",Terras Gauda 2015 O Rosal Black Label White (Rías Baixas),$45, Galicia,88,Rías Baixas,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2015,Terras Gauda
1431,12%,"Rías Baixas, Galicia, Spain",750 ml,White, Spain,9/1/2017,"This chunky, funky blend is led by the local Caiño Blanco grape, with Loureiro and Albariño in the mix. Lanolin is a more prominent aroma than any particular fruit, and this wine feels round but mature. Peach and dried melon flavors finish with little drive. Drink immediately.",La Mar,"Hidalgo Imports, LLC",Terras Gauda 2014 La Mar White (Rías Baixas),$40, Galicia,88,Rías Baixas,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2014,Terras Gauda
1432,12.5%,"California, California Other, California, US",750 ml,White, US,9/1/2017,This light-bodied wine has aromas like dried herbs and fresh celery that join vivid citrus flavors for a fresh and lively character that makes the mouth water. The mouthfeels gains breadth with each sip and the finish seems lightly sweet.,,,Pine Ridge 2015 White (California),$15, California,88, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],White Blend,2015,Pine Ridge
1433,11%,"Crete, Greece",750 ml,White, Greece,9/1/2017,"A nose redolent of honey, spice and citrus leads into a fresher and more focused palate, with pear, pineapple and lemon flavors that are bright and refreshing. A clean but character-laden white for richer dishes.",Vin de Crete,Nestor Imports,Kourtaki 2015 Vin de Crete White (Crete),$10,Crete,87,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],White Blend,2015,Kourtaki
1434,13%,"Florina, Greece",750 ml,White, Greece,9/1/2017,"Exotic fruit, pineapple and honey on the nose leads to a palate of pear, jasmine and citrus fruit in this Roditis/Sauvignon Blanc blend. It has a generous overall character with ripe white fruits and spice.",Samaropetra Vineyard,Sotiris Bafitis Selections,Kir-Yianni 2015 Samaropetra Vineyard White (Florina),$18,Florina,87,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],White Blend,2015,Kir-Yianni
1435,N/A,"Yakima Valley, Columbia Valley, Washington, US",750 ml,White, US,9/1/2017,"This wine is a blend of equal parts Grenache Blanc and Marsanne. The aromas are quite restrained, with intriguing notes of pear, almond, citrus, cream and spice. The palate brings a similar sense of restraint, showing no apparent new oak influence. It doesn't quite all come together but it provides a sense of intrigue.",Boushey Vineyard,,Ardor 2016 Boushey Vineyard White (Yakima Valley),$25, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Yakima Valley,Not rated yet [Add Your Review],White Blend,2016,Ardor
1436,13.5%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,White, US,9/1/2017,"This wine is a unique blend of Viognier (53%), Roussanne (35%) and Riesling. It's aromatic, with notes of flowers, green gummy bear and pear. It drinks dry with floral and grapey flavors, with it all not seeming to entirely meld.",Oriana,,Brian Carter 2015 Oriana White (Yakima Valley),$25, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Yakima Valley,Not rated yet [Add Your Review],White Blend,2015,Brian Carter
1437,12.5%,"New York, New York Other, New York, US",750 ml,White, US,9/1/2017,"While the nose is quite demure, the palate of this Chardonnay-Riesling blend is vibrantly fruity. Dry in style with forward fresh flavors of red apple, pear and tangerine, it's an easygoing sip with a crisp lemony finish.",,,Harbes Family Vineyard 2015 White (New York),$24, New York,87, New York Other,Anna Lee C. Iijima,,New York,Not rated yet [Add Your Review],"Chardonnay-Riesling, White Blend",2015,Harbes Family Vineyard
1438,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,White, US,9/1/2017,This full bodied white blend offers the floral fruity perfume of Sauvignon Blanc along with the richness and cling of Chardonnay. Plush yellow-peach and grapefruit flavors are balanced by brisk acidity and a bristle of tea leaf on the finish.,Rejoyce,,Pellegrini Vineyards 2016 Rejoyce White (North Fork of Long Island),$25, New York,87, Long Island,Anna Lee C. Iijima,,North Fork of Long Island,Not rated yet [Add Your Review],White Blend,2016,Pellegrini Vineyards
1439,11.5%,"Central Greece, Greece",750 ml,White, Greece,9/1/2017,"Tropical fruit aromas and flavors of mango, vanilla and melon give this white blend an exotic spin. Mild acidity gives the wine lift, but the style is easy-drinking and offers a long finish. Pair with poultry or grilled seafood.",,Purely Greece Imports,Purely Greece 2016 White (Central Greece),$8,Central Greece,86,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],"Malagouzia-Chardonnay, White Blend",2016,Purely Greece
1440,11.5%,"Peloponnese, Greece",750 ml,White, Greece,9/1/2017,"Peach, honey and spice aromas start this blend from Elios. The wine has a rich overall quality with flavors of citrus and melon. Good acidity gives it lift.",Mediterranean,Terlato Wines International,Elios 2015 Mediterranean White (Peloponnese),$13,Peloponnese,86,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],White Blend,2015,Elios
1441,13.6%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,8/1/2017,"White pepper and vanilla bean aromas give this richly textured, concentrated and subtly fruity wine a spicy start. It has a bright yellow-gold color and has gained complexity through extended aging before release. Savory consomée and dried herb characteristics accent its substantial core of apple butter flavor.",Seven Generations,,Skinner 2014 Seven Generations White (El Dorado),$26, California,92, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],White Blend,2014,Skinner
1442,13%,"Venezia Giulia, Northeastern Italy, Italy",750 ml,White, Italy,8/1/2017,"One of Italy's most celebrated whites, this elegant wine opens with alluring scents of white spring flower, white stone fruit and citrus. Radiant and loaded with finesse, the vibrant palate delivers yellow apple, Bartlett pear, nectarine and a hint of ginger alongside bright acidity.",Vintage Tunina,LUX Wines,Jermann 2014 Vintage Tunina White (Venezia Giulia),$69, Northeastern Italy,92,Venezia Giulia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2014,Jermann
1443,14.4%,"Calaveras County, Sierra Foothills, California, US",750 ml,White, US,8/1/2017,"This big but harmonious wine made from white Rhône grape varieties pulls off the fully oaked style very well, starting with its buttered baguette aroma and continuing on the palate with baked apple and ripe pear flavors and smooth, creamy texture. It has a wonderful, lingering finish too.",Clondaire Vineyards,,Cobden Wini 2015 Clondaire Vineyards White (Calaveras County),$36, California,92, Sierra Foothills,Jim Gordon,@gordone_cellars,Calaveras County,Not rated yet [Add Your Review],White Blend,2015,Cobden Wini
1444,12.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,8/1/2017,The second white wine produced at the Kressmann family's Latour-Martillac is dominated by Sauvignon Blanc. There is a herbal edge although the wine is more about ripe tropical and yellow fruits cut with delicious acidity. It is textured and has hints of the wood aging. It will be ready for drinking from 2018.,Lagrave-Martillac,Wine Source International,Château Latour-Martillac 2014 Lagrave-Martillac  (Pessac-Léognan),$30, Bordeaux,92,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2014,Château Latour-Martillac
1445,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"The name means cornerstone and that is what Maison Bouey delivers in this ripe, structured wine. It has good balance between the wood aging and the rich yellow fruits. A touch of toast gives concentration and density. This full-bodied wine will age. Drink from 2018.",Pierre Angulaire,Village Wine Import,Maison Bouey 2016 Pierre Angulaire  (Bordeaux Blanc),$15, Bordeaux,91,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Maison Bouey
1446,13%,"Isonzo del Friuli, Northeastern Italy, Italy",750 ml,White, Italy,8/1/2017,"This focused white opens with alluring aromas of citrus, yellow stone fruit and a whiff of baking spice. Made with Malvasia Istriana, Friulano and Riesling Renano, the savory palate offers juicy peach, nectarine, apricot and ripe pear. It has a tangy lemon-drop finish.",Flors di Uis,Vias Imports,Vie di Romans 2015 Flors di Uis White (Isonzo del Friuli),$42, Northeastern Italy,91,Isonzo del Friuli,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2015,Vie di Romans
1447,13.3%,"Mokelumne River, Central Valley, California, US",500 ml,Dessert, US,8/1/2017,"This is a rich, fragrant and luscious-tasting dessert wine. Wonderful honey, orange blossom and peach nectar aromas waft from the glass, and concentrated, luxurious, sweet fruit and floral flavors wash over the palate. The mouthfeel is rich and viscous, leaving a long finish that echoes the sweet honey aromas.",Belle Etoile Blanche,,M2 2014 Belle Etoile Blanche White (Mokelumne River),$28, California,91, Central Valley,Jim Gordon,@gordone_cellars,Mokelumne River,Not rated yet [Add Your Review],White Blend,2014,M2
1448,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This Meynard family wine is ripe and soft with a smooth, creamy texture and a perfumed backdrop. It is ready to drink, full of good acidity and with a tangy, zesty texture. The aftertaste keeps that attractive perfumed character.",,Kappy's Importing and Distributing Co,Château Bois Malot 2016  Bordeaux Blanc,$13, Bordeaux,91,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Bois Malot
1449,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Produced at the classed-growth Sauternes estate, this 100% Sauvignon Blanc comes from a 17-acre parcel. It has plenty of herbal flavors while also having a riper, yellow-fruit tinge. Lightly oaked, the wine is ripe from this warm vintage and ready to drink.",Le Sec de Rayne Vigneau,Aquitaine Wine Company,Château de Rayne Vigneau 2015 Le Sec de Rayne Vigneau  (Bordeaux Blanc),$26, Bordeaux,91,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2015,Château de Rayne Vigneau
1450,12.5%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,White, US,8/1/2017,"Subtly delicious flavors merge with a creamy, luxurious texture in this deceptively light-bodied and graceful wine blended from Marsanne, Roussanne and Viognier. It starts with butter and almond aromas then doles out light marzipan and vanilla flavors. While rich in mouthfeel, it has enough crispness for balance.",Mother of Invention,,Kivelstadt Cellars 2016 Mother of Invention White (Sierra Foothills),$25, California,91, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],White Blend,2016,Kivelstadt Cellars
1451,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Frédéric Borderie brings his winemaking experience from Australia and Napa Valley back to the family property and this crisp and perfumed wine. It has great spiciness balanced by crisp green and white stone fruits. The wine could do with a few more months, so drink from late 2017.",,David Bowler Wine,Château Les Combes 2016  Bordeaux Blanc,$15, Bordeaux,91,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Les Combes
1452,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"The fifth generation of the family to make wine at the estate, Oriane Mazeau has created a delicately spicy wine that is lively and fruity. A floral character gives it a lift, as does crisp acidity. Bright, with plenty of flavorsome fruitiness, the wine is already a pleasure to drink.",,Chemin Des Vins,Château Toutigeac 2016  Bordeaux Blanc,$15, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Toutigeac
1453,13.3%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,8/1/2017,"Bosc pear, tart apple and vanilla bean elements make this a fascinating dry wine. Although the aromas are inviting, the first sip tastes austere. But as it opens, the palate and gains more concentration and complexity, proving sophisticated, layered and nuanced.",Smithereens,,Skinner 2015 Smithereens White (El Dorado),$20, California,90, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],White Blend,2015,Skinner
1454,12.5%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,8/1/2017,"This wine was made by fermenting the skins and juice of several white Rhône varieties and Rolle, also known as Vermentino, together. It has a brassy color and more textural elements than usual for a white. Orange peel and toasted almond aromas are followed by dry white peach and white pepper flavors and a firm mouthfeel due to some tannin. With time, it opens up and tastes wonderful in an unorthodox way. Best after 2020.",Eliza,,Donkey & Goat 2015 Eliza White (El Dorado),$42, California,90, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],White Blend,2015,Donkey & Goat
1455,12.7%,"Ribbon Ridge, Willamette Valley, Oregon, US",750 ml,White, US,8/1/2017,"Identified only as a “field blend,” this well-balanced wine offers citrus (lime), apple and peach flavors, along with a whiff of honeycomb. The texture is most appealing, and hints at just-picked green herbs.",Whistling Ridge,,Matello 2015 Whistling Ridge White (Ribbon Ridge),N/A, Oregon,90, Willamette Valley,Paul Gregutt,@paulgwine ,Ribbon Ridge,Not rated yet [Add Your Review],White Blend,2015,Matello
1456,13.9%,"Los Olivos District, Central Coast, California, US",750 ml,White, US,8/1/2017,"This Bordelais blend of 67% Sauvignon Blanc and 33% Sémillon is named for Fred Brander's son and offers a richer fragrance than his straight Sauvignon Blancs. Lemon, Gala apple and rounded key lime flavors make it approachable for many palates, yet buoyant acidity and wet cement and apple skin flavors bring added complexity.",Cuvée Nicolas,,Brander 2015 Cuvée Nicolas Sauvignon Blanc-Semillon (Los Olivos District),$30, California,90, Central Coast,Matt Kettmann,@mattkettmann,Los Olivos District,Not rated yet [Add Your Review],"Sauvignon Blanc-Semillon, White Blend",2015,Brander
1457,13.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"The merest hint of toast leaves this wine dominated by the delicious fruitiness. It is rich and concentrated, showing the ripe vintage. A delicious burst of acidity provides balance at the end.",Girolate,Wine Warehouse Imports,Vignobles Despagne 2016 Girolate  (Bordeaux Blanc),$60, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Vignobles Despagne
1458,13.5%,"Lodi, Central Valley, California, US",750 ml,White, US,8/1/2017,"Dry, elegant and nicely reserved, this light-bodied wine is refreshing and intriguing. Subtlety works its magic in the bosc pear aromas and white peach flavors, and the crisp texture whets the appetite.",Belle Blanc,,Acquiesce 2015 Belle Blanc White (Lodi),$26, California,90, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],White Blend,2015,Acquiesce
1459,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Still very young, this is a Maison Bouey wine with good potential. It offers hints of the ripe yellow fruits and richness that will come as it develops. The touch of perfumed spice means it is also a wine to savor as an apéritif.",,"Hendry Premium Imports, Inc",Château Lestruelle 2016  Bordeaux Blanc,$15, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Lestruelle
1460,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"The name celebrates eight generations of Médeville family winemaking. There is a spicy side to this ripe, fruity wine, which conveys nuts, almonds and nutmeg as well as citrus fruitiness. Crisp at the end, it is a full wine with good potential. Drink from late 2017.",8 Generation Blanc,Langdon Shiverick,Médeville Collection 2016 8 Generation Blanc  (Bordeaux Blanc),$42, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Médeville Collection
1461,14.3%,"Mendocino County, Mendocino County, California, US",750 ml,White, US,8/1/2017,"Light but enticing jasmine and honeydew melon flavors give this full-bodied, dry wine a lot of personality, and the mouthfeel is just rich enough to coat the palate and help the finish linger. It's crafted from 70% Viognier and 30% Roussanne.",The Choir,,Atrea 2016 The Choir White (Mendocino County),$20, California,90, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino County,Not rated yet [Add Your Review],White Blend,2016,Atrea
1462,13%,"Alsace, Alsace, France",750 ml,White, France,8/1/2017,"A lovely ethereal lift of lemon balm hovers over ripe peach notes on the nose. The dry palate brings in lots of lemon freshness as well as tangy grapefruit. The finish is spicy, clean and utterly refreshing.",Tradition,Kermit Lynch Wine Merchant,Kuentz-Bas 2015 Tradition Edelzwicker (Alsace),$19, Alsace,90,Alsace,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],"Edelzwicker, White Blend",2015,Kuentz-Bas
1463,13.9%,"Temecula Valley, South Coast, California, US",750 ml,White, US,8/1/2017,"Temecula veteran winemaker Phil Baily has cracked the code on making fresh whites in the region's hotter climes, and this blend of 64% Sauvignon Blanc and 36% Sémillon is a stellar example. Honeysuckle, candied lemon peel, fragrant chamomile and tart pear and apple scents show on the nose while the palate packs tangy honeydew, peach and citrus zest flavors. Bright acidity carries them into the finish.",Montage,,Baily 2016 Montage Sauvignon Blanc-Semillon (Temecula Valley),$23, California,90, South Coast,Matt Kettmann,@mattkettmann,Temecula Valley,Not rated yet [Add Your Review],"Sauvignon Blanc-Semillon, White Blend",2016,Baily
1464,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,A light touch of toastiness gives this Despagne family wine extra richness. It offers spice as well as plenty of crisp green and citrus fruits. The two elements balance and will allow this wine to age well. Drink from late 2017 or even early 2018.,Réserve,Ideal Wine and Spirits,Château Tour de Mirambeau 2016 Réserve  (Bordeaux Blanc),$15, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Tour de Mirambeau
1465,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This is a ripe and soft blend of Sauvignon Blanc and Sémillon. Well balanced, it has rich, spicy fruit lifted by lemon and apple flavors and by the final acidity. It's ready to drink now.",,Vinovia Wine Group,Château Vircoulon 2016  Bordeaux Blanc,$10, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Vircoulon
1466,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This wine from Caves de Rauzan is ripe, with a strongly floral and aromatic character. It also has good acidity and richness. It is on the cusp of being delicious, so wait until late summer 2017.",,United States Distilled Products,Augey 2016  Bordeaux Blanc,$13, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Augey
