,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
787,13.6%,"Walla Walla Valley (OR), Oregon Other, Oregon, US",750 ml,Red, US,10/1/2017,"Alluring aromas of moist earth, cassis bud, olive, nori, pipe tobacco, charcoal, funk and mineral give way to lithe fruit and savory flavors with an ultra soft feel. The texture is absolutely dazzling.",Impulsivo En Chamberlain Vineyard,,Cayuse 2014 Impulsivo En Chamberlain Vineyard Tempranillo (Walla Walla Valley (OR)),$95, Oregon,93, Oregon Other,Sean P. Sullivan,@wawinereport,Walla Walla Valley (OR),Not rated yet [Add Your Review],Tempranillo,2014,Cayuse
788,14.2%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,Red, US,10/1/2017,"This is a reserve level Tempranillo—the third ever bottling produced by the winery. Packed with cassis and black cherry fruit, it also delivers intense smoke, charred wood and espresso scents and flavors. It's a powerful wine, with further notes of spice and graphite, finishing tongue-scrapingly dry and ready for a juicy steak.",Paramour,,Abacela 2013 Paramour Tempranillo (Umpqua Valley),$100, Oregon,92, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],Tempranillo,2013,Abacela
789,13.6%,"Walla Walla Valley (OR), Oregon Other, Oregon, US",750 ml,Red, US,10/1/2017,"The aromas rise up from the glass, with notes of pepper, violet, cigar box, peat, smoke, braised meat and an earthy funk. The palate is considerably lighter in style than the aromas might suggest, bringing notes of cherry, earth and herb that linger, with citrus twist notes on the finish.",,,No Girls 2014 Tempranillo (Walla Walla Valley (OR)),$75, Oregon,91, Oregon Other,Sean P. Sullivan,@wawinereport,Walla Walla Valley (OR),Not rated yet [Add Your Review],Tempranillo,2014,No Girls
790,13.8%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,10/1/2017,"Reedy, fiery, lightly green berry aromas suggest a wild pasture with horses. This is a chunky, big-boned Argentinean version of Tempranillo with saucy berry flavors and hints of tomato to go with plenty of oak. On the finish, resiny wood notes and mocha flavors prevail.",Reserva de Familia,Hand Picked Selections,Alfredo Roca 2013 Reserva de Familia Tempranillo (Mendoza),$31, Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Alfredo Roca
791,14.5%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,10/1/2017,"Made predominantly from Tempranillo, with 10% Pinot Noir and a splash of Syrah, this is a simple, generic red wine, with light berry flavors and touch of cracker but no specific varietal character.",,,South Stage 2013 Tempranillo (Rogue Valley),$30, Oregon,85, Southern Oregon,Paul Gregutt,@paulgwine ,Rogue Valley,Not rated yet [Add Your Review],Tempranillo,2013,South Stage
792,14.5%,"Sardon de Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Few wines offer as much as this for under $30, but this extracted, bullish Tempranillo blend is not for everyone. Blackberry, cola and savory herbal aromas are strong and pure. This feels wide and cushioned, yet is still a driller. Blackberry, cassis and chocolate flavors finish rich and ripe. Drink through 2024.",Estate Grown Selección Especial,Europvin USA,Abadia Retuerta 2012 Estate Grown Selección Especial Red (Sardon de Duero),$28, Northern Spain,93,Sardon de Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2012,Abadia Retuerta
793,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"This dark, concentrated number is new from the García family, known for the wines of San Román and Mauro. Like most reds from this clan, this is loaded with blackberry and toasty oak aromas. A massive, raw palate shows abrasive tannins. Oak-forward flavors of blackberry, cassis and coconut finish woody and powerful. Drink from 2018–2028.",,Europvin USA,Garmón 2014  Ribera del Duero,$62, Northern Spain,93,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Garmón
794,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"An attractive mix of spiced plum, fresh tomato, herb, tobacco and vanilla aromas are the intro to this excellent wine from a not-good vintage. The palate is creamy but vital, with roasted plum, integrated oak and savory flavors. A smooth but intense finish brings this home. Drink through 2019.",QP Reserva,Askari O.H,Maetierra Dominum 2008 QP Reserva  (Rioja),$25, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Maetierra Dominum
795,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Interest is stirred right away by tarry aromas of wild berry fruits and rooty spices. The solid palate is creamy while also showing its teeth. Toasty, spicy baked-berry flavors are integrated and finish long and dry, with a touch of latent oak. Drink at any point through 2032.",Gran Reserva,"Frederick Wildman & Sons, Ltd",Coto de Imaz 2010 Gran Reserva  (Rioja),$44, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,Coto de Imaz
796,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Rooty aromas of licorice and sarsparilla are oaky and toasty, like burnt bread crust. This reserva feels weighty, but well balanced. Spicy currant and plum flavors are racy and improve on an elegant finish that doesn't overreach. Drink through 2026.",Reserva,Tri-Vin Imports,Consejo de la Alta 2011 Reserva  (Rioja),$65, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Consejo de la Alta
797,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Slightly overripe aromas of raisin and prune dominate the nose on this jammy, spongy-feeling gran reserva. Soft, ripe cassis and plum flavors come with spice and tobacco accents. On a savory finish, prune comes back into play, thus cementing a ripe, jammy essence. Drink through 2025.",Finca Ygay Gran Reserva Limited Edition,Maisons Marques & Domaines USA,Marqués de Murrieta 2010 Finca Ygay Gran Reserva Limited Edition  (Rioja),$80, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2010,Marqués de Murrieta
798,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Ripe cassis and berry aromas come with common Rioja side notes of vanilla, cedar and tobacco. This wine feels flush, with plenty of weight but also balance. Flavors of raisin, prune, cassis, chocolate and vanilla finish full, toasty and warm. This is a ripe reserva made in the classic Rioja style; drink through 2025.",Alfar Reserva Edición Limitada,USA Wine West,Valdelacierva 2011 Alfar Reserva Edición Limitada  (Rioja),$40, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Valdelacierva
799,14.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Dense, dark aromas of minty oak, blackberry, pencil lead and chocolate set up a broad, hard-bodied palate with firm, gripping tannins. Toasty blackberry and pronounced oak flavors culminate on a big, lush and grabby finish. This is excellent, though a bit bold and burly; drink through 2022.",Victorino,Fine Estates From Spain,Teso La Monja 2014 Victorino  (Toro),$67, Northern Spain,92,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2014,Teso La Monja
800,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Milagros means “miracles,” and the marvel is how good this wine is considering how rough in general 2013 was in the Ribera del Duero region. Oaky aromas of root beer and blackberry are smooth and heady. This wine is intense, with big tannins and firm acidity. Faith will be rewarded down the line with potent berry and chocolaty oak flavors. Bottle age should help this soften up; drink from 2020–2030.",Milagros,Quintessential Wines,García Figuero 2013 Milagros  (Ribera del Duero),$100, Northern Spain,92,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,García Figuero
801,15%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Intense, rubbery aromas of blackberry, cassis and raisin lead off. This Tinto Fino is full bodied, saturated and ripe in feel. Blackberry, cassis, toast and chocolate flavors finish with a covering of burnt oak and spice. Drink through 2026.",,Cordelina Wine Company,Tionio 2014  Ribera del Duero,$32, Northern Spain,92,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinto Fino, Tempranillo",2014,Tionio
802,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"A mix of earthy berry, cassis and leather aromas sets up a grabby, rubbery palate that isn't very lush or cushioned. Flavors of roast plum, savory spice, olive and tobacco are more earthy than ripe, staying steady on a savory, roasted-tasting finish. Drink through 2022.",Reserva Old Vines Unfiltered,Domaine Select Wine & Spirits,Remírez de Ganuza 2008 Reserva Old Vines Unfiltered  (Rioja),$90, Northern Spain,91,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Remírez de Ganuza
803,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Richly oaked aromas of maple and mocha accent earthy, rubbery berry scents. This is muscled-up and edgy on the palate, with flavors of tobacco, mocha, plum and berry fruits. A grabby, slightly collapsed finish contains earthy, savory flavor remnants. Drink through 2020.",Viña Coqueta,Domaine Select Wine & Spirits,Remírez de Ganuza 2008 Viña Coqueta  (Rioja),$78, Northern Spain,91,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Remírez de Ganuza
804,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Earthy aromas of olive, tobacco, prune and oak set up a palate with drawing tannins. This tastes of coffee, mocha and earthy mixed berries. The finish is meaty in texture, with compatible oak spice and berry-fruit notes.",Gran Reserva,Spain Wine Collection,Sonsierra 2010 Gran Reserva  (Rioja),$29, Northern Spain,91,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,Sonsierra
805,15%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Charred, toasty oak aromas lend a note of maple to the nose of this pulling, tannic, high-acid Tinto Fino. Lemony oak, plum, wild berry and savory, saucy flavors finish with scraping tannins. Drink this single-vineyard ball of power 2019–2030.",Selección Finca El Grajo Viejo,Monsieur Touton Selection Ltd,Protos 2014 Selección Finca El Grajo Viejo  (Ribera del Duero),$120, Northern Spain,91,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Protos
806,14.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Black-fruit scents combined with cheesy oak aromas are common for Toro. This wine has a wide, pulpy, grabby palate and flavors of black plum, herbal blackberry and savory meat. There's plenty of weight and substance, but it's also a bit stretched and bumpy along the way.",Prima,Grapes of Spain,Maurodos 2014 Prima  (Toro),$24, Northern Spain,90,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2014,Maurodos
807,15%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Woody aromas of maple and raw oak shroud core berry aromas. This wine is edgy on the palate, with tomatoey acidity and choppy tannins. Flavors of plum and tomato come with vanilla and oak accents. It hollows out on the finish, leaving rubbery tannins. Drink through 2020.",Termes,Moët Hennessy USA,Numanthia 2013 Termes  (Toro),$30, Northern Spain,90,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Numanthia
808,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"A nose with jammy red-fruit and scented-soap notes is milder than the raw, rugged palate this shows, but that's what 2013 was about in Ribera del Duero: tough wines. Plum, blackberry and savory oak flavors are raw on the finish, with a note of fine tobacco. Time can only help; drink through 2025.",Gran Tábula,Las Arribes LLC,Bodegas y Viñedos Tábula 2013 Gran Tábula  (Ribera del Duero),N/A, Northern Spain,90,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Bodegas y Viñedos Tábula
809,14.5%,"Cigales, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Heavily oaked and charred aromas of saucy berry fruits and espresso lead to a choppy, astringent palate. Reedy plum and berry flavors are a touch herbal and saucy. It feels tannic and drawing on an oaky finish that sports a clove note. Drink from 2018–2026.",Finca Valdehierro 16 Meses Barrica,USA Wine West,Carlos Moro 2014 Finca Valdehierro 16 Meses Barrica Tempranillo (Cigales),$75, Northern Spain,90,Cigales,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Carlos Moro
810,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Front-loaded aromas of oak and vanilla lead tobacco, plum and berry scents on this classic-style Rioja reserva that's perky and grabby on the palate. Vanilla, cocoa and woodspice flavors are as prominent as those of cherry and plum, while mocha is the key flavor on a long, oaky finish. Drink this high-energy Rioja through 2025.",Viña Albina Reserva,Bodegas Riojanas,Bodegas Riojanas 2011 Viña Albina Reserva  (Rioja),$25, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2011,Bodegas Riojanas
811,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Aromas of tobacco, wood grain, plum and cherry set up a plucky, lively palate with hard tannins. Spicy plum and berry flavors finish steady and drawing. Drunk now through 2023.",Reserva,Vinamericas Selections,Eduardo Garrido García 2011 Reserva  (Rioja),$30, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2011,Eduardo Garrido García
812,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Oak and related vanilla aromas are prominent. This is a high-acid Rioja with starchy tannins. Resiny, oaky flavors of berry fruits are topped with pepper, clove and other spice notes. This tastes toasty on the finish, with persistent acidity creating length.",Reserva,European Cellars,Izadi 2013 Reserva  (Rioja),$19, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Izadi
813,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Gritty, herbal berry aromas smell much like asphalt. Following the nose, this is tight and raw in feel. Burnt, herbal, gritty plum flavors finish clipped and drawing, with pinching tannins and dark spice notes.",Reserva,Europvin USA,Contino 2011 Reserva  (Rioja),$45, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2011,Contino
814,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Fig and raisin aromas blend with damp earth and animal notes on the nose of this grippy, bumpy crianza lacks focus but is still quite good. Black cherry, herbal plum and toasty oak flavors finish sticky and with lasting oak. Drink through 2025.",Crianza,Tri-Vin Imports,Pagos de Valcerracin 2013 Crianza  (Ribera del Duero),$50, Northern Spain,89,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Pagos de Valcerracin
815,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Briary, oaky, stalky berry aromas lead to a full-bodied palate with tomatoey acidity. Savory plum and berry flavors include notes of oak grain and tomato that lead to a steady finish. Overall, this is a classic Rioja from an excellent vintage. Drink through 2022.",Conde de Valdemar Reserva,Terlato Wines International,Bodegas Valdemar 2010 Conde de Valdemar Reserva  (Rioja),$26, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2010,Bodegas Valdemar
816,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Some years, even the top wines suffer, and in a cold 2013, Alion is not what it normally is. For starters, this is far more tight, tannic, raw and pulling than its track record. Toasty oak is a big player, creating creamy aromas and toast on the finish. In between are crisp, peppery blackberry flavors. This wine may improve with time. Drink 2018–2028.",Alion,Europvin USA,Alion 2013 Alion  (Ribera del Duero),$102, Northern Spain,88,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Alion
817,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Savory oak aromas and related spice notes blend with earthy berry scents. This wine has a racy mouthfeel tempered by creamy oak. Woody, spicy, earthy flavors of berry fruits and tomato conclude with a note of vanilla on a traditional Rioja-style finish.",Reserva,Axial Vinos USA,Vallobera 2015 Reserva  (Rioja),$29, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Vallobera
818,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Savory berry aromas are accompanied by spice notes and a hint of latex. This feels wide rather than precisely shaped. Baked, earthy, oaky flavors envelop stewed berry notes, and the wine feels wayward on the finish.",Reserva,USA Wine West,Fernández de Piérola 2008 Reserva  (Rioja),$24, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2008,Fernández de Piérola
819,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Aromas of raw oak, vanilla and cherry settle with airing, but this Rioja feels a bit wiry and choppy. Plum, berry and oak flavors finish well, with bright acidity paving the way.",Herminia,Europvin USA,Viña Herminia 2014 Herminia  (Rioja),$14, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Viña Herminia
820,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Cherry, plum and balsam-wood aromas make for a good opening. This wine feels full, with cheek-grabbing tannins. Flavors of woodspice, cherry and plum hold appeal, but this feels a bit hot on the finish, with residual oak.",Crianza,Hand Picked Selections,Viñestral 2014 Crianza  (Rioja),$13, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Viñestral
821,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Plum, raspberry and floral aromas create an appealing nose. This everyday Rioja feels tight and pulling, with scratchy tannins. A flavor profile dominated by red berries feels tannic and rubbery on the finish.",,Quintessential Wines,Viña Eguía 2014  Rioja,$14, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Viña Eguía
822,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Plum and berry aromas are made more savory and spicy by overt wood notes. This wine feels fresh, crisp and edgy, with acidic snap. Raspberry, plum, currant and oak flavors finish dry and slightly abrasive.",,The Haciendas-Company,Marqués de la Concordia 2014  Rioja,$12, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Marqués de la Concordia
823,14%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,9/1/2017,"Light in color, aromas of vanilla, caramel, toast, char and wood spice lead to wood-forward fruit flavors backed by tart acids. The oak seems out of check but it still brings some appeal.",Rosebud Vineyard Red Wine,,Castillo de Feliciana 2014 Rosebud Vineyard Red Wine Tempranillo (Columbia Valley (WA)),$27, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Tempranillo,2014,Castillo de Feliciana
824,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Rusty in color and lacking fruit aromas on the nose, this is just good enough for a gran reserva. Leathery, roasted-plum flavors taste more like black olive than bright fruit. It's tannic and a bit dull on the finish.",Gran Reserva,Saranty Imports,Castillo Clavijo 2008 Gran Reserva  (Rioja),$22, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Castillo Clavijo
825,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Compact, rubbery aromas of plum and berry come with notes of cheesy oak and cowhide. A tight, fresh palate is balanced, tasting of plum, berry fruits and oaky spice. A straightforward finish echoes the palate.",,Grapes of Spain,Pingao 2014  Rioja,$13, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Pingao
826,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Dry, hot, scratchy berry -fruit aromas are earthy as well. A solid but abrasive palate shows hard, rubbery tannins. Flavors of plum, berry fruits and prune finish a bit stewed.",Crianza,Aviva Vino,Launa 2014 Crianza  (Rioja),$14, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Launa
827,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"A dark color and stewy aromas of earthy berry fruits lead to a lush, lazy palate that tastes of toasty oak and roasted berries. A hot, minty and charred finish feels heavy.",Monte Real de Familia Crianza,Bodegas Riojanas,Bodegas Riojanas 2014 Monte Real de Familia Crianza  (Rioja),$15, Northern Spain,86,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Bodegas Riojanas
828,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Roasted, leathery and rubbery berry aromas are gritty and short on brightness. This feels rugged but good. Jammy cassis and cherry flavors show notes of cocoa and herbs.",Hacienda Lopez de Haro,Askari O.H,Bodega Classica 2015 Hacienda Lopez de Haro  (Rioja),$10, Northern Spain,86,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Bodega Classica
829,14%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Herbal blackberry and jammy black-plum aromas are forceful and brutish. This Toro has a hard, collapsed, jammy palate and overripe berry fruit flavors. A dense, chewy, baked finish is solid but lacks elegance.",Dehesa Gago,Vintus LLC,Telmo Rodríguez 2015 Dehesa Gago  (Toro),$18, Northern Spain,86,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2015,Telmo Rodríguez
830,13.07%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,9/1/2017,"Light in color, intriguing aromas of cedar, mushroom, orange peel, smoke and cigar box are followed by somewhat faint elegantly styled red-fruit and spice flavors. It falls a bit flat on the palate.",Wonderful Nightmare Stoney Vine Vineyard,,The Walls 2014 Wonderful Nightmare Stoney Vine Vineyard Tempranillo (Walla Walla Valley (WA)),$42, Washington,86, Columbia Valley,Sean P. Sullivan,@wawinereport,Walla Walla Valley (WA),Not rated yet [Add Your Review],Tempranillo,2014,The Walls
831,13.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Medicinal, grapy berry aromas come with a hint of latex and Band-Aid. This flush, fruity Toro feels grabby and tannic. Uncomplicated, bold flavors of plum, blackberry and cherry are brash on the finish.",Bajoz,"Félix Solís Avantis USA, Inc",Pagos del Rey 2015 Bajoz  (Toro),$11, Northern Spain,86,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Pagos del Rey
832,11.5%,"La Mancha, Central Spain, Spain",750 ml,Rose, Spain,9/1/2017,"Light red-fruit aromas include a note of chewing gum. This wine is medium in body and solid in feel. Currant and nectarine flavors are basic and snappy, persisting on the finish.",Camina Rosé,Vinamericas Selections,Bodegas Cristo de la Vega 2016 Camina Rosé Tempranillo (La Mancha),$9, Central Spain,86,La Mancha,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2016,Bodegas Cristo de la Vega
833,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Cheesy oak aromas and murky fruit scents are less than what Atauta usually offers. Chalk it up to the rough conditions of chilly 2013. In the mouth, this is choppy. Roasted berry and earthy notes precede a tannic, rubbery finish.",Parada de Atauta,Aviva Vino,Dominio de Atauta 2013 Parada de Atauta  (Ribera del Duero),$35, Northern Spain,86,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinto Fino, Tempranillo",2013,Dominio de Atauta
834,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,Open-grained oak aromas dominate a toasty nose with heat. This feels lean and tomatoey. Flavors of tart plum and pie cherry are almost sour and feel edgy due to severe wood tannins.,Crianza,Kysela Père et Fils,Palacio del Burgo 2014 Crianza  (Rioja),$13, Northern Spain,85,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2014,Palacio del Burgo
835,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Heavy aromas of raisin, oak and chocolate are copied on the palate that tastes of oak, vanilla and raisiny fruit. It has a woody finish.",Viña Albina Crianza,Bodegas Riojanas,Bodegas Riojanas 2014 Viña Albina Crianza  (Rioja),$15, Northern Spain,85,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2014,Bodegas Riojanas
836,14.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Plum, berry and spice aromas are a touch volatile. A hard, flush palate is loaded with rubbery tannins. Baked berry, cassis and prune flavors fall off on a finish that tastes slightly cooked.",El Picaro,Askari O.H,Matsu 2015 El Picaro  (Toro),$15, Northern Spain,85,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Matsu
837,13.5%,"Vino de la Tierra de Castilla, Central Spain, Spain",750 ml,Red, Spain,9/1/2017,Grapy aromas of black cherry are young and fruity but unsophisticated. This everyday Tempranillo is more superficial than deep in build. Sweet as well as peppery black-fruit flavors finish mild.,Lobetia,Terroir Wine Group,Dominio de Punctum 2016 Lobetia Tempranillo (Vino de la Tierra de Castilla),$10, Central Spain,85,Vino de la Tierra de Castilla,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2016,Dominio de Punctum
838,13.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Underripe berry aromas are leathery and briny. This wine is bulky and chewy in feel, with herbal berry and rubbery flavors. A rustic finish with good mouthfeel delivers animal-like flavor notes.",Reja,Regal Wine Imports Inc,Rejadorada 2014 Reja  (Toro),$10, Northern Spain,84,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2014,Rejadorada
839,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2017,"Cassis and raisin aromas lead to a rubbery, grabby and pinching palate. This wine tastes of herbal, leafy berry and plum, while the savory finish lingers.",Cepas Antiguas Selección Privada,Classical Wines,Bodegas Martinez Corta 2015 Cepas Antiguas Selección Privada  (Rioja),$12, Northern Spain,84,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Bodegas Martinez Corta
840,13%,"Spain, Spain Other, Spain",750 ml,Red, Spain,9/1/2017,This Tempranillo smells a bit chemical as well as jammy. A tannic palate is slightly astringent but softens with airing. Medicinal plum and berry flavors stick out on a rough finish.,,Hand Picked Selections,Arrumaco 2015 Tempranillo (Spain),$9, Spain Other,84,Spain,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Arrumaco
841,12.5%,"La Mancha, Central Spain, Spain",750 ml,Red, Spain,9/1/2017,"Aromas of wet cement, spicy oak and generic berry fruits make for a rubbery, earthy whole. This wine is jammy and flabby in feel, with peppery berry and oak spice flavors. It lacks character.",,Vinamericas Selections,Camina 2016 Tempranillo (La Mancha),$9, Central Spain,83,La Mancha,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2016,Camina
